126415614616154112,b'Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is',positive,apple 
126715314007314434,b'This is how charity works these days. http://t.co/839klkFH #billgates #philanthropy #microsoft',positive,microsoft
126714241427312641,b'Ballmer Thinks You Have To Be A Computer Scientist To Use Android http://t.co/VKV2TBcj #tech #microsoft (i agree to some extent)',positive,microsoft
126709513947594753,"b'We have had a great time at #TechEdAfrica thanks to all the sponsors, delegates, #Microsoft and #mimecastsa.'",positive,microsoft
126705831126384640,"b'Validated that #Microsoft #iSCSI target in Win Server 8 works fine with #VMware #vSphere5 / ESXi5, no errors - more: http://t.co/6qnLWFt7'",positive,microsoft
126695555685560320,b'wow - #Microsoft tech turns your body into a touchscreen http://t.co/5hVBC5Bm via @PSFK',positive,microsoft
126693834846515200,b'Love the #Microsoft campus!  Love the feeling of the mixer building.  Thanks #vslive bringing the conference here!',positive,microsoft
126692533869871106,b'#microsoft #research shows #Holodesk. Awesome!!! The holodeck is one step closer! bit.ly/pCMJON #kinect /via @dvroegop',positive,microsoft
126691809417113600,"b'RT @ralphbin: #Microsoft Research shows #Holodesk - looks like science fiction, but is science fact http://t.co/w5OCrbpm  Cool but  no sound'",positive,microsoft
126689578886246400,"b'#Microsoft Research shows #Holodesk - looks like science fiction, but is science fact http://t.co/vv6ltkYp'",positive,microsoft
126689007512993792,b'Zune Music arrives in Canada! http://t.co/CJJ12v4I #microsoft #music #news',positive,microsoft
126688284343672832,b'#Kinect Makes Learning Playful with Help from #SesameStreet and #NationalGeographic #education #microsoft http://t.co/E5uhka8F',positive,microsoft
126685198531297281,b'H\xc3\xa5per #microsoft lager ny releasepartyguide for #mango. #greatsuccess',positive,microsoft
126677986522054657,b'Hey parents! Did you know about the free tools from #Microsoft that help keep your kids safe online? Live Family Safety http://t.co/muuWbGPn',positive,microsoft
126669652469350401,b'#Microsoft @ ISB... watching the new windows 8 in action...pretty impressive! Finally a contender to mac os.. Interesting battle in store',positive,microsoft
126668529046007808,b'#Microsoft tries to combine the #Xbox #WindowsPhone and #PC and all of them will share the same neat looking interface. http://t.co/J332zfpO',positive,microsoft
126665091381854208,b'Check out the new #Microsoft #faculty fellows here: http://t.co/GCicPEX4 poised to change the world!',positive,microsoft
126663720075141121,b'I became a #Citizenship #Member at @Microsoft ...Thanks #GOD :) #MSPEgypt #Microsoft',positive,microsoft
126659125751971840,b'Blog Post: Cool Tool : Microsoft Mouse Without Borders. http://t.co/uM860jFh #Tools #Utilities #microsoft',positive,microsoft
126658961263951873,"b'Forget Siri, there is still no beating speech commands on @windowsphone: http://t.co/19GAjSGi #wp7 #mango #tellme #microsoft #siri'",positive,microsoft
126658937155108866,b'#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMT #enterprise',positive,microsoft
126658528965439488,"b'@RAD_Software Yes good points about #ERP but unfair assessment in saying ""#SAGE, #SAP and #Microsoft Dynamics, are not delivering""'",positive,microsoft
126650473322262529,"b'Good dev opportunities at #Microsoft UX Tour, Helsinki Finland http://t.co/hCKJXz4K'",positive,microsoft
126638821948403712,b'@edbott you have sugar-coated the FSF secure boot reaction. This is blatant anti-#Microsoft propaganda.',positive,microsoft
126637126010929152,b'V. impressed w/ Image Composite Editor from @MSFTresearch for creating panoramas from individual images. http://t.co/SO7W7spn Tx #Microsoft!',positive,microsoft
126633708315873280,b'RT @fran_mac_ I have been blown away by technological innovations.... #microsoft should do more #marketing!!',positive,microsoft
126611718376919041,"b""RT @asherCFO: #Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it & now glad it didn't. This could b deal of the year that do ...""",positive,microsoft
126610651916410881,"b""#Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it & now glad it didn't. This could b deal of the year that dosent happen!""",positive,microsoft
126608712407322624,b'#Microsoft presents #Omnitouch - http://t.co/ui0aD1FJ - Very impressive and futuristic technology!',positive,microsoft
126605340270788608,"b'Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing, #Microsoft \xe2\x80\x99s investments paying off'",positive,microsoft
126603756971360256,"b'RT @bestpantsTen: http://t.co/P4m8xvaz #iPads less desired than #Windows tablets, says study #Apple #Microsoft #MS'",positive,microsoft
126599751402668032,b'RT @DariuszPorowski: RT Me too! @rem8: On my way home from 1st day of #MTS11. Had great time with @alead @DariuszPorowski and others #mv ...',positive,microsoft
126596256138137600,b'#mango shows #microsoft still has the taste for smartphone success http://t.co/mAOQaplH',positive,microsoft
126583935139454976,b'#Microsoft details Search improvements in #Windows 8 Start Screen http://t.co/f6AztiaD',positive,microsoft
126581165636333568,b'one more picture of the services provided in the #cloud. I am in love with #Microsoft http://t.co/Q0QLeokZ',positive,microsoft
126579574921371648,b'Windows Runtime and .NET: Better Together http://t.co/z7BBJ1xU #dotnet #dev #WinRT #microsoft',positive,microsoft
126578340902617088,b'Nice talk by @renatmin #KenyaOpenDoor #microsoft #community',positive,microsoft
126570919513686018,b'OMG :) :) #Microsoft #Sharepoint is actually working!  Thanks to my excellent colleague William',positive,microsoft
126559269603647488,b'#windowsphone #wp7 #Microsoft really @google ? http://t.co/vI0htJRr  #icecreamsandwichfail innovation by imitation sad sad',positive,microsoft
126555956975910912,b'The more i use Office 2010 the more i fall in love it with. #honest #genius #microsoft',positive,microsoft
126553559847288832,"b'@guardiantech I love the ""And now it is looking to China:"" Apple funds sweatshops there while Gates funds a foundation #apple #microsoft'",positive,microsoft
126552645497405440,b'That was a good one(commercial). #microsoft',positive,microsoft
126532025552347136,b'Welcome Skype to the #Microsoft family. We can do amazing things together. http://t.co/YKCHtu8h #welcomeskype',positive,microsoft
126529895923843072,b'&lt;3 u #microsoft!!!',positive,microsoft
126492789939765248,"b'Wow #android #ics, lots of uh uh uh uh talk going on... forsure not a #microsoft #mango launch were people have public speaking skills'",positive,microsoft
126479912407273472,"b""Jus updated my computer to Windows 7 .....I'm on thanks to #microsoft""",positive,microsoft
126802977813037057,b'ICS #android is going to kill both Mango #wmp #microsoft and #rimm.  it already killed webOS and Nokia OS...',negative,microsoft
126795554079510528,"b""Only people with names beginning with 'A' are getting mail this week (a la #Microsoft)""",negative,microsoft
126793207613894659,b'#Microsoft #Outlook #2011 for #Mac #sucks\xe2\x80\xa6 #hate',negative,microsoft
126790861831938048,b'#Microsoft freezes some #Xbox accounts after hack reports - http://t.co/w051BfS0  via @CanadaIT',negative,microsoft
126789739180326913,b'#Update #Microsoft MS11-078 - Critical : Vulnerability in .NET Framework and Microsoft Silverlight Could Allow R... http://t.co/izO0WUNt',negative,microsoft
126788223409197058,b'#Microsoft #Windows Media Centre GUI #Fail #MajorFail',negative,microsoft
126786271921184768,b'How #Apple eclipsed #Microsoft. http://t.co/WU9bFI1h',negative,microsoft
126771575772020736,b'#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/YZhCdgFP',negative,microsoft
126771575654596608,b'#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/rzucFejc',negative,microsoft
126766935634485249,"b'RT @schestowitz: When #Microsoft broke the law it played ""victim"". Now it engages in racketeering, calls victims ""outlaws"" (""respect our ...'",negative,microsoft
126763744557662209,"b'#Nokia workers ask, is chief executive a #Microsoft mole? http://t.co/lWJP9GiU'",negative,microsoft
126763108080427009,b'RT @idtheftprotect: #Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/M ...',negative,microsoft
126761988608098304,"b'I gave a try to Windows 8 Dev. Preview and it was good but the UI is way too messy right now, waiting for the Beta #microsoft #windows8'",negative,microsoft
126759080860725248,b'Six PowerPoint Nightmares (and How to Fix Them) http://t.co/JsQ96NuQ #powerpoint #microsoft #presentations',negative,microsoft
126758070176059392,b'How #Apple eclipsed #Microsoft http://t.co/1fH0dFGj from @guardian',negative,microsoft
126754753697943552,b'Great time to be a family? #Microsoft #advertising enrages me. Again. http://t.co/pYT7vKRP',negative,microsoft
126753683630333952,"b""With #Windows 8, #Microsoft can't forget past antitrust issues http://t.co/z4jWLQVu""",negative,microsoft
126750481069510656,"b'#Microsoft is currently paying to produce #swpats propaganda to lobby politicians with -- to make racketeering seem ""acceptable""'",negative,microsoft
126748091083788288,"b""RT @InformationWeek: Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discu...""",negative,microsoft
126747859960856576,"b'When #Microsoft broke the law it played ""victim"". Now it engages in racketeering, calls victims ""outlaws"" (""respect our IP"").'",negative,microsoft
126747247563112448,"b""I would be a lot happier if #Microsoft Word didn't freeze every 5 minutes.""",negative,microsoft
126746946093330434,"b'@Anas_Monaffal LOL , i do both .. and for sure #Microsoft #DotNet is perfect, simple o ay 7aja ;) .. but sorry I HATE WINDOWS PHONES :P'",negative,microsoft
126744132763910144,"b""Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/Mn39R2vc""",negative,microsoft
126744130784198656,"b""Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/2iJK0VB3""",negative,microsoft
126744129135845377,"b""Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/DFFkvnSJ""",negative,microsoft
126743725677346816,"b""#WindowsPhone7 would get a lot more blog and review love if #Microsoft provided a tool to grab screenshots. It's nearly impossible #wpt""",negative,microsoft
126740373883191296,"b'RT @Saptha: When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail'",negative,microsoft
126738867087884288,b'I hate #Microsoft PowerPoint!',negative,microsoft
126730748882460672,b'Is #Microsoft just another evil corporation? Beware when it comes to buying a #Windows8 PC http://t.co/QbgXXJMm',negative,microsoft
126730580934135809,b'#skype is now part of stupid #microsoft it seems',negative,microsoft
126730265551843329,b'#Skype is underwhelming: I use skype. It was recently bought by #Microsoft for  $8.5 billion. As such it has a v... http://t.co/Xli2bR42',negative,microsoft
126727758108823553,b'Apple + Microsoft...The Difference: How #Apple Eclipsed #Microsoft @PSFK: http://t.co/Rmi8oSMi #brand #brands #marketing #innovation',negative,microsoft
126726458776358913,"b'RT @amarsanghera The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions\xe2\x80\xa6'",negative,microsoft
126724991495569408,"b'If #Apple came out with gaming console (ala Xbox 360) that blew the current players out of water, #Microsoft and #Sony would be in trouble'",negative,microsoft
126722961381134336,"b'The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions? http://t.co/BlhHGOpo'",negative,microsoft
126722095743893504,"b""If #Microsoft had more interoperability between their products (Xbox 360, Windows 7, Windows Phone 7, Zune) I'd be a Windows Phone user.""",negative,microsoft
126719328035942400,b'Is #Nokia chief executive a #Microsoft mole? http://t.co/jkOTcrMb\nStephen Elop accused of destroying Nokia so Microsoft can buy it cheap.',negative,microsoft
126714471543619584,"b'When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail'",negative,microsoft
126712110095925250,b'Distrust and angst amongst #Nokia employees against #Selop #Microsoft fixation. http://t.co/jkOTcrMb',negative,microsoft
126705293055889408,b'I am quickly falling in love with #Apple #iCloud. Finally a web-based solution to wave my old #Microsoft Outlook bye-bye',negative,microsoft
126704033779023872,"b'""Yeh behatreen samay hay parivar honeka"" says the #microsoft #ad in hindi. Preaching family values to indians? Get a local ad agency guys'",negative,microsoft
126700315507572736,"b""#BOFH excuse #447: According to #Microsoft, it's by design | #IFollowBack #Instantly""",negative,microsoft
126700014385897472,"b""I sware to go, #windows and #microsoft will be the death of me...I don't know why I keep giving windows (cont) http://t.co/3rkOchzr""",negative,microsoft
126692062757269505,"b""RT @EA_Jorge: I'm on day 80-something of my Xbox LIVE acct being hacked. This is worse than PSN hack. Will I ever get it back? #Microsof ...""",negative,microsoft
126691815394000896,b'Thanks again #microsoft for wasting more of my time. Apple&gt;windows http://t.co/GNy9G07B',negative,microsoft
126690175656001538,"b'Dear #Microsoft, I should only have to hit the Windows update button *once* when manually running updates, not 4 or 5 times. #sysadmin'",negative,microsoft
126689051960033280,"b'Totally unproductive day with no access to #Microsoft Excel or Word, aaargh! Will be working late tonight after hubby fixes. #fingerscrossed'",negative,microsoft
126682137972834305,"b""I don't understand y @Google mail can work seamlessly in all browsers in all platforms and #Microsoft Exchg sucks n says you need IE6.""",negative,microsoft
126681641388216320,b'#Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/MdQhb6x3',negative,microsoft
126681389570596865,"b""@nicholi57 @yuvalz @MobileBurn lets's wait and see if it interests ppl, #MeeGo does... No one likes #Microsoft, we are just forced fed WPs""",negative,microsoft
126680630087008257,"b""I'm on day 80-something of my Xbox LIVE acct being hacked. This is worse than PSN hack. Will I ever get it back? #Microsoft #Xbox #Fail""",negative,microsoft
126679134817624066,b'Interesting read - How #Apple eclipsed #Microsoft http://t.co/hFWpbMY6 via @guardian (cc: @elcheicon)',negative,microsoft
126677032837971968,"b""So let me get this straight, #microsoft makes windows phone, microsoft owns skype but there's no #skype app for windows phone.""",negative,microsoft
126675041353076738,b'#microsoft update is so slow  :(( http://t.co/37IGhGic',negative,microsoft
126671856404144128,b'Fixing a pc that thinks it is 1601. I thought #Microsoft had the Y1.6K issue fixed already. #Techsupport',negative,microsoft
126668133405696000,"b'http://t.co/PUJYV9c0 With friends like #Billgates and #steveballmet at #microsoft, who needs enemies ;-)'",negative,microsoft
126666768541421571,"b""#Microsoft 's latest offering leaves me praying for the Blue Screen of Death. http://t.co/gTqdvfxo #advertising #OhNoNotAgain""",negative,microsoft
126666110237032448,b'I did the best of everyone who failed - Bill Gate #Microsoft',negative,microsoft
126662601139695616,b'Which planet is he living on? #Microsoft #CEO #Fail #palmface http://t.co/3zcq60SF',negative,microsoft
126647697800310784,b'#Microsoft licensing process is annoying !!!',negative,microsoft
126646630702260224,b'#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/6PHh3Jb6',negative,microsoft
126645939208327168,b'#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI',negative,microsoft
126644987474608128,b'Is the sound of compliments that sound\nmore like obituaries #microsoft',negative,microsoft
126642517310570497,b'[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/EOrOSstX',negative,microsoft
126642036572041216,b'#Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/yRcKQeIs',negative,microsoft
126640632478445568,b'[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/ItdkLRry',negative,microsoft
126637450008346624,b'Nokia employees still worried that Elop is a Microsoft mole http://t.co/n4Cpu3vj #microsoft #windows',negative,microsoft
126636535813636096,b'just upgraded to win 8 on my pc only for it to tell me it failed to install and they dont know what happened thats #microsoft for you!',negative,microsoft
126628406258450432,b'Screened by RepRisk \xe2\x80\x93 #Microsoft will undergo trial for its alleged anti-competitive practices @Microsoft',negative,microsoft
126622538557177856,"b'I have concluded, having used it since March, that Windows 7 Ultimate is a complete catastrophe. Mr Gates, you have lost the plot #Microsoft'",negative,microsoft
126618374972248064,b'How #Apple eclipsed #Microsoft http://t.co/dL9CRCZy',negative,microsoft
126614764339212288,"b""Oh how much do I loathe #microsoft??? An hour to 'configure updates' which it is then unable to do so another 20 mins 'reverting changes'...""",negative,microsoft
126603861933817856,"b""http://t.co/zBLtZ5MW German Federal #Trojan's got a BigBrother. #Gov spying on its people, #Microsoft's 32bit/64bit #Windows is target""",negative,microsoft
126602276872794112,"b'#Microsoft, #Adobe lose $13.5bn to piracy: Report http://t.co/x4yWfNSV'",negative,microsoft
126602276805685248,"b'#Microsoft, #Adobe lose $13.5bn to piracy: Report http://t.co/wXBC1UUw'",negative,microsoft
126599337361932288,"b""System.IO.File.Delete - You lie! You didn't delete my file, and you didn't throw an exception. WTF!? #microsoft #net""",negative,microsoft
126595347198902272,"b'Wilth #Accessibility mode on in #SharePoint 2010, it seems that #Workflows sometimes do not start automatically #SP2010 #Workflow #Microsoft'",negative,microsoft
126586083470360576,b'I have been seriously slacking with my #mandarin studies these past few months. Blame #Microsoft and #Cisco!! #StudyingWhilstMotivated',negative,microsoft
126583473929588736,b'sledgehammer maybe! RT @SkandalasGP Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake  http://t.co/lCXa9q8P',negative,microsoft
126579470424473600,"b""#skype is ruining the friendship with your aggressive #microsoft type selling. If i need something i'll ask. Thank you...""",negative,microsoft
126579121303207936,b'Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake  http://t.co/VtYbqI91',negative,microsoft
126574432159408129,b'#microsoft fail #notresponding for fcucks sake  http://t.co/lCXa9q8P',negative,microsoft
126573688941318144,b'How #apple eclipsed #microsoft http://t.co/4bWXJaDg by @charlesarthur #business @guardian',negative,microsoft
126573680665964544,"b""RT @guardiantech: How #Apple eclipsed #Microsoft http://t.co/GK6YjTFY &lt;- Microsoft's future is in the corporate world, not consumer""",negative,microsoft
126572362316513280,"b'#Microsoft, #Adobe lose $13.5bn to piracy: Report - The Times of India http://t.co/5IbOBNrH'",negative,microsoft
126570851389800448,"b'#Skype often crashing: #microsoft, what are you doing?'",negative,microsoft
126570732430966785,"b""#Microsoft's #SteveBallmer attacks #Android phones ..... well #windows7mobile is gay, you metro! http://t.co/sQnE1iLb via @Telegraph""",negative,microsoft
126570180070481920,b'\xe2\x99\xbb @mariospr: Stand up for your freedom to install free software. Please sign up! http://t.co/YOOTfKTM #gnu #against #microsoft',negative,microsoft
126567507350913024,"b""#Microsoft just bought #Skype officially. So how's the future of #Skype on any other devices/operating systems? :(""",negative,microsoft
126566106252062720,b'#Google go went gone..server issues! first time since ages...now my faith in Tech. from #RIM to #Microsoft has been completely lifted',negative,microsoft
126565636703924225,"b'RT @sander_koers: #Google Apps vs. #Microsoft #Office 365: ""it is clear that Google Apps should be the top choice"" http://t.co/OySZmjVi #in'",negative,microsoft
126564844211154944,b'Ouch!!! #Microsoft #Azure #fail http://t.co/LJpGVZJT',negative,microsoft
126560723794010112,"b'#Google Apps vs. #Microsoft #Office 365: ""it is clear that Google Apps should be the top choice"" http://t.co/KDTD4zRe'",negative,microsoft
126558437017530368,b'#microsoft #SBS 2011 disabling third party software #updates via #gpo',negative,microsoft
126546665342640128,b'How #Apple eclipsed #Microsoft http://t.co/KxboqsKj',negative,microsoft
126546043193147394,"b""Unmindful Ballmer, collects half a billion, doesn't say thank you.  http://t.co/lwtpXejo #android #google #microsoft""",negative,microsoft
126543225501650944,b'#Apple eclipsed #Microsoft http://t.co/wEdPbcPx',negative,microsoft
126525932625334272,b'http://t.co/5oK4XcOw Microsoft !! i hate you again !! #microsoft',negative,microsoft
126519630868119552,"b'Open Letter: Steve Ballmer, Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro #microsoft #ballmer'",negative,microsoft
126518620095393792,b'@MatthewGPhy One Operating System to rule them all and in the darkness bind them.  #Microsoft',negative,microsoft
126513363529383937,"b""After I don't know how many years, you still can't copy a #microsoft #word document headings to #powerpoint. #justsaying""",negative,microsoft
126508179281547264,b'#microsoft #careers site is giving errors for any thing i search!! #weird\nhttp://t.co/vJ2JpKtM http://t.co/02dYONXz',negative,microsoft
126504435227701248,"b'Installing .NET framework, this might take very many years. Come back when your unborn child is in college. #microsoft'",negative,microsoft
126484955047006209,b'#WTF #Microsoft #sbs2008 #rww only works in #IE. #browserwars',negative,microsoft
126809228194217984,"b'My last day of #Microsoft #SharePoint training: 10175A/Microsoft SharePoint 2010, Application Development - http://t.co/pKMBGsNr'",neutral,microsoft
126808500356644864,"b""Following dear #Microsoft CEO's logic, 550,000 #Android devices activated each day NEED to belong to computer scientists. I am enlightened!!""",neutral,microsoft
126808393892634625,b'#EEDAR report: half of HD console owners buying #DLC http://t.co/5tO4bS31 #business #microsoft #pc #playstation',neutral,microsoft
126805369619087360,"b""Congrats to #Microsoft's Monica Diaz for being part of @HispanicBizMag 100 Most Influential Hispanics! http://t.co/qj9QDBhA""",neutral,microsoft
126804966491955201,"b'RT @WinBetaDotOrg: Microsoft releases developer preview of ""Project Roslyn"" compiler http://t.co/lpb9n510 #Microsoft #beta'",neutral,microsoft
126804937438003200,b'#Microsoft We support you. Retweet if u support us or want to.',neutral,microsoft
126804497493266433,b'@MSPartners can join: Small Business Specialist Community (SBCS) http://t.co/IlQPKEz0! #Microsoft #MPN',neutral,microsoft
126803513190789121,"b'RT @KumarSachi: Another Gem from #Microsoft - Curate your personal history with  ""Project Greenwich"".  Available later this month. http: ...'",neutral,microsoft
126803044426985472,"b'RT @NeowinFeed: Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/nwMbseVm #neowin'",neutral,microsoft
126802586178293760,b'#microsoft @diggita Microsoft - Macro in Word 2007 (gerardopaolillo) http://t.co/O3M07opC',neutral,microsoft
126802366996561920,"b'#Microsoft CEO Steve Ballmer on Not Buying Yahoo: \xe2\x80\x9cSometimes, You\xe2\x80\x99re Lucky\xe2\x80\x9d &lt;http://t.co/rcml9XQR&gt;'",neutral,microsoft
126800882477174784,b'#Microsoft: #Mango Now Available to Nearly Everyone - http://t.co/vQkJ84AC #windowsphone #wp7',neutral,microsoft
126800407585501184,"b'If #Microsoft earnings disappoint, blame consumer PC sales -  http://t.co/edXe0xBd via @cnet'",neutral,microsoft
126800313029099520,b'Microsoft bitchslaps VMware in new paper - #Microsoft calls out #VMware for bogus benchmark numbers - http://t.co/dBsMa1Pb',neutral,microsoft
126798908335734785,b'Bill Gates to testify in Novel v. #Microsoft antitrust laws#UI t http://t.co/H0GscVZR',neutral,microsoft
126798906129526784,"b'If #Microsoft earnings disappoint, blame consumer PC sales http://t.co/xEKwTlUg'",neutral,microsoft
126797364433387520,"b'Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/GbKV9pbQ #microsoft'",neutral,microsoft
126797363418370048,"b'Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/S54leHKi'",neutral,microsoft
126797339758305280,b'Should you upgrade to #Microsoft Office 2010. http://t.co/gYGuYr64 #tech #Office2010',neutral,microsoft
126797209244151808,"b'Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/vyNtU8xW'",neutral,microsoft
126797207159582720,"b'Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/nwMbseVm #neowin'",neutral,microsoft
126795614649466880,"b'""@MuraineR: #Microsoft launching the OmniTouch, how funny I though that was an @ALUEnterprise solution! #copyright http://t.co/k1kDqz04'",neutral,microsoft
126795026771607553,"b'#Microsoft \xe2\x80\x99s new \xe2\x80\x9cgreat to be a family\xe2\x80\x9d #adverts begin to air, including #Office2010 #Windows7 and #WP7.\nhttp://t.co/L5J2UEEQ\n@winrumors'",neutral,microsoft
126795013752504320,b'Club CALUMO was FUN!  See the vidio CALUMO Blog #Denali #Microsoft #SQLServer http://t.co/8THqSRBd via @calumo',neutral,microsoft
126795009986002946,b'Club CALUMO was FUN!  See the vidio CALUMO Blog #Denali #Microsoft #SQLServer http://t.co/Hfzf2cJe via @calumo',neutral,microsoft
126793516398546945,b'TechNet Blogs- Technical Overview of #DuetEnterprise for #Microsoft #SharePoint and #SAP http://t.co/o9V1J49v',neutral,microsoft
126792687138508801,b'#Microsoft researchers want to turn your hand into a touchscreen\nhttp://t.co/HV2oi81b',neutral,microsoft
126792112313352192,b'http://t.co/hrkWT2VA #Microsoft #Opens The Door To Two #Spanish #Entrepreneurs With #Medical #Project',neutral,microsoft
126791726559010816,b'Just installed Windows 7 Ultimate Service Pack 1 with IE9. It looks like IE9 is trying to look like Chrome. #windows7 #ie9 #microsoft #ie8',neutral,microsoft
126789918826565632,b'Ballmer confirms Nokia phone debut; you can quote him on that - http://t.co/Oe9Imdob -  #microsoft  #SteveBallmer',neutral,microsoft
126789806905769984,"b'Microsoft releases developer preview of ""Project Roslyn"" compiler http://t.co/lpb9n510 #Microsoft #beta'",neutral,microsoft
126789710705213440,b'I wish there was #Microsoft #PowerPoint for #iPad.',neutral,microsoft
126789040015020033,"b""Watching this week's episode of Hawaii Five-O. Great use of Windows Phone 7 & SkyDrive. Oh yeah a Dell Inspiron Duo was there too #microsoft""",neutral,microsoft
126788856476471296,b'@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest ping me w/questions #in',neutral,microsoft
126788488183037953,b'On the blog we discuss #Microsoft embracing of #Apache #Hadoop for big data - \n\nhttp://t.co/q3YNLQck #opensource #bigdata #IT',neutral,microsoft
126786825913245698,b'#Microsoft Works Suite 2003 Review http://t.co/Yie1rSSz #windowsxphomesoftware #officesuites #family',neutral,microsoft
126786517531242496,"b""Did a quick video call test between two diff. #Android tablets using #Skype & it worked great! #Microsoft hasn't broken it yet.""",neutral,microsoft
126785035599749121,"b'Microsoft CEO Steve Ballmer Looks Ahead at Social, Mobile Plans | Adweek http://t.co/jEENZQDw #tech #apple #microsoft'",neutral,microsoft
126784430185521154,b'#EvolutionOfIT #cloud event @BenchmarkLearn can any #microsoft or @MSLearning folks help create us a windows azure pass ex. BLAZURE ??',neutral,microsoft
126782184748097536,b'Creating #Pareto charts using #Microsoft #Excel http://t.co/OFXuNqhY',neutral,microsoft
126781241423962112,b'#Microsoft drops developer preview of its \xe2\x80\x98Roslyn\xe2\x80\x99 compiler http://t.co/XgUrXNPa #uncategorized',neutral,microsoft
126779798986047488,"b""#Microsoft shows 'touch screen' for any surface http://t.co/X7Z87xzt""",neutral,microsoft
126779783760723968,b'#Microsoft learning all day long-For FREE-SpecTECHular San Antonio. Register?uick. November 10 - http://t.co/GinBVlSK',neutral,microsoft
126779778090008576,b'#Microsoft learning all day long-For FREE-SpecTECHular San Antonio. Register?uick. November 10 - http://t.co/bVKP5Caq',neutral,microsoft
126779040282587138,"b'#SIGSource #Microsoft talent source program boasts a procure-to-pay model to manage temp workforce, concept works for VMS  #Beeline'",neutral,microsoft
126778210783473665,b'@grumbledook still poor central management from Apple then? #microsoft',neutral,microsoft
126775752610942976,b'#Nokia 800 Renders Revealed http://t.co/K3txY6JZ #mobilenews #android #gingerbread #microsoft #nokia800 #nokian9',neutral,microsoft
126774185577021445,b'#Microsoft Boxes Up Two New Xbox 360 Holiday Bundles: With the holiday season just around the\xe2\x80\xa6 http://t.co/cHyXxdI2',neutral,microsoft
126773807875751936,"b'RT @KentisG: Agree ! RT @MuraineR: #Microsoft launching the OmniTouch, how funny I though that was an @ALUEnterprise soluti\xe2\x80\xa6 (cont) http ...'",neutral,microsoft
126773769262997504,b'@JackDavidson95 ill be manager after a week! Yeh joint ownership of #microsoft ahhhhh',neutral,microsoft
126773680196947968,b'RT @Microsoft_EDU: Quality education is vital. Attend #Microsoft & #Desire2Learn session at #EDUCAUSE http://t.co/hlRxf2dF #EDU11',neutral,microsoft
126773458519605248,"b""@lukerussell1 #iWantAnAutomaticPromotion and we'll be running #Microsoft before you know it.""",neutral,microsoft
126772660024774656,b'#Microsoft drops developer preview of its \xe2\x80\x98Roslyn\xe2\x80\x99 compiler http://t.co/niSKSmL4',neutral,microsoft
126772118879879169,b'Creating #Pareto charts using #Microsoft #Excel http://t.co/B6rYS5gX',neutral,microsoft
126771594470232064,b'Developers: Let Microsoft Market Your App for Windows Phone http://t.co/QZUqhCxx #wp7 #wp7dev #windowsphone #Microsoft #Marketplace',neutral,microsoft
126769762452770819,b'@ScottShipman1 Glad to hear! Hey @Mckellip thank you for the  #Microsoft #Lync video participation #onthebigscreen :) @CoreBTS #CoreAppTech',neutral,microsoft
